time;gFx;gFy;gFz;TgF
1.933311458;0,1395;0,1249;0,8275;0,848
1.937224479;0,1365;0,1478;0,8541;0,878
1.941086458;0,1412;0,1656;0,8732;0,900
1.944877604;0,1535;0,1697;0,8759;0,905
1.948953645;0,1458;0,1431;0,8582;0,882
1.952867187;0,1245;0,1153;0,8230;0,840
1.956824999;0,1528;0,1443;0,8349;0,861
1.963317708;0,1608;0,1766;0,8483;0,881
1.964668749;0,1637;0,2059;0,8496;0,889
1.969802604;0,1669;0,2420;0,8326;0,883
1.973094791;0,1738;0,2798;0,8207;0,884
1.979288541;0,1755;0,3041;0,7980;0,872
1.981249999;0,1635;0,3065;0,7661;0,841
1.984451562;0,1440;0,2978;0,7407;0,811
1.988970833;0,1231;0,2888;0,7252;0,790
1.993109374;0,1045;0,2806;0,7170;0,777
1.996798437;0,0970;0,2786;0,7077;0,767
2.00162552;0,0973;0,2817;0,7019;0,763
2.005121354;0,0971;0,2888;0,7041;0,767
2.012331249;0,0977;0,3000;0,7087;0,776
2.013396354;0,0938;0,3083;0,7123;0,782
2.016742708;0,0846;0,3145;0,7151;0,786
2.020358333;0,0768;0,3186;0,7182;0,789
2.024523437;0,0695;0,3181;0,7204;0,791
2.028303645;0,0617;0,3131;0,7302;0,797
2.032583854;0,0580;0,3076;0,7455;0,809
2.036927604;0,0562;0,3028;0,7692;0,829
2.043661979;0,0545;0,2948;0,8059;0,860
2.045335416;0,0515;0,2869;0,8469;0,896
2.048507812;0,0478;0,2751;0,8870;0,930
2.052069791;0,0418;0,2638;0,9278;0,965
2.057009895;0,0358;0,2575;0,9559;0,991
2.060965104;0,0332;0,2509;0,9822;1,014
2.064046874;0,0301;0,2455;1,0063;1,036
2.068034895;0,0259;0,2423;1,0239;1,053
2.072411458;0,0207;0,2450;1,0393;1,068
2.076967187;0,0171;0,2500;1,0491;1,079
2.08135677;0,0137;0,2549;1,0483;1,079
2.086472916;0,0095;0,2612;1,0458;1,078
2.087848437;0,0042;0,2697;1,0388;1,073
2.094899999;0,0013;0,2802;1,0320;1,069
2.095749479;-0,0017;0,2887;1,0262;1,066
2.100245312;-0,0057;0,2949;1,0178;1,060
2.103941145;-0,0077;0,3011;1,0101;1,054
