time;gFx;gFy;gFz;TgF
0.936895833;0,0206;0,0152;1,0054;1,006
0.937594271;0,0220;0,0154;1,0047;1,005
0.940706771;0,0214;0,0143;1,0057;1,006
0.945206771;0,0220;0,0152;1,0042;1,005
0.951275;0,0206;0,0144;1,0062;1,006
0.952160937;0,0219;0,0147;1,0051;1,005
0.956753646;0,0216;0,0156;1,0053;1,006
0.961385937;0,0206;0,0148;1,0036;1,004
0.964613021;0,0212;0,0152;1,0041;1,004
0.969811979;0,0216;0,0152;1,0054;1,006
0.972693229;0,0209;0,0146;1,0048;1,005
0.976870833;0,0203;0,0149;1,0045;1,005
0.981419271;0,0213;0,0158;1,0042;1,005
0.986371354;0,0209;0,0148;1,0048;1,005
0.988463541;0,0212;0,0144;1,0051;1,005
0.99279375;0,0220;0,0146;1,0060;1,006
0.99690625;0,0220;0,0141;1,0055;1,006
1.001724479;0,0207;0,0142;1,0036;1,004
1.004417708;0,0200;0,0156;1,0036;1,004
1.008526562;0,0212;0,0158;1,0049;1,005
1.012959375;0,0206;0,0154;1,0047;1,005
1.018129687;0,0206;0,0148;1,0048;1,005
1.020867708;0,0213;0,0143;1,0049;1,005
1.024384375;0,0208;0,0158;1,0060;1,006
1.032651562;0,0210;0,0148;1,0059;1,006
1.033225;0,0210;0,0127;1,0059;1,006
1.036376041;0,0207;0,0145;1,0062;1,007
1.040236979;0,0209;0,0140;1,0065;1,007
1.044475521;0,0211;0,0138;1,0059;1,006
1.049521875;0,0213;0,0157;1,0049;1,005
1.053479166;0,0207;0,0144;1,0066;1,007
1.056214583;0,0203;0,0135;1,0055;1,006
1.060119271;0,0220;0,0144;1,0054;1,006
1.06411875;0,0200;0,0145;1,0053;1,006
1.068388541;0,0209;0,0132;1,0060;1,006
1.072263021;0,0217;0,0131;1,0049;1,005
1.075878125;0,0208;0,0140;1,0061;1,006
1.080181771;0,0210;0,0147;1,0055;1,006
1.087434375;0,0212;0,0150;1,0055;1,006
1.088433854;0,0215;0,0142;1,0055;1,006
1.091720833;0,0203;0,0139;1,0043;1,005
1.095458333;0,0214;0,0149;1,0044;1,005
1.10171875;0,0213;0,0158;1,0045;1,005
1.102952083;0,0210;0,0150;1,0044;1,005
1.108260937;0,0215;0,0149;1,0044;1,005
1.113472396;0,0219;0,0151;1,0061;1,006
1.118034375;0,0216;0,0157;1,0048;1,005
1.119864062;0,0221;0,0140;1,0069;1,007
1.123451562;0,0203;0,0145;1,0036;1,004
1.130090625;0,0202;0,0147;1,0045;1,005
1.133895312;0,0203;0,0147;1,0054;1,006
1.136774479;0,0212;0,0151;1,0049;1,005
1.139448958;0,0218;0,0148;1,0050;1,005
1.1435625;0,0213;0,0146;1,0056;1,006
1.147957812;0,0212;0,0145;1,0060;1,006
1.152419271;0,0222;0,0154;1,0051;1,005
1.155220312;0,0228;0,0144;1,0056;1,006
1.15955625;0,0224;0,0160;1,0059;1,006
1.163101562;0,0216;0,0143;1,0072;1,008
1.168026041;0,0218;0,0143;1,0057;1,006
1.171254166;0,0218;0,0150;1,0056;1,006
1.175251041;0,0209;0,0142;1,0050;1,005
1.179646875;0,0204;0,0137;1,0044;1,005
1.185215104;0,0205;0,0142;1,0058;1,006
1.189238021;0,0207;0,0133;1,0047;1,005
1.191120833;0,0206;0,0143;1,0044;1,005
1.195400521;0,0205;0,0147;1,0048;1,005
1.202541666;0,0216;0,0148;1,0051;1,005
1.204295312;0,0210;0,0152;1,0056;1,006
1.207081771;0,0214;0,0136;1,0054;1,006
1.211116666;0,0201;0,0138;1,0051;1,005
1.215281771;0,0208;0,0151;1,0060;1,006
1.220038541;0,0224;0,0149;1,0045;1,005
1.222836458;0,0218;0,0147;1,0052;1,006
1.227208333;0,0222;0,0153;1,0057;1,006
1.231975;0,0220;0,0146;1,0060;1,006
1.235719791;0,0218;0,0158;1,0055;1,006
1.239721875;0,0212;0,0149;1,0062;1,007
1.2432;0,0211;0,0143;1,0051;1,005
1.246907291;0,0214;0,0137;1,0061;1,006
1.250836458;0,0213;0,0153;1,0047;1,005
1.254542708;0,0195;0,0157;1,0054;1,006
1.258300521;0,0196;0,0156;1,0048;1,005
1.262427604;0,0202;0,0147;1,0052;1,006
1.267047396;0,0201;0,0151;1,0052;1,005
1.271090625;0,0210;0,0154;1,0055;1,006
1.274428646;0,0201;0,0149;1,0057;1,006
1.278094791;0,0214;0,0156;1,0052;1,006
